학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,지번주소
농협대학교,Agricultural Cooperative University,본교,전문대학,전문대학,사립,41,경기도,"경기도 고양시 덕양구 서삼릉길 281 (원당동, 농협대학)",,10292,,www.nonghyup.ac.kr,031-960-4000,031-960-4333,1962-12-28,2022,2023-12-27,B340014,한국대학교육협의회,경기 고양시 덕양구 원당동 198-201
대경대학교,Daekyeung College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경산시 자인면 단북1길 65 (단북리, 대경대학)",,38547,,www.tk.ac.kr,053-850-1000,053-850-1214,1992-12-11,2022,2023-12-27,B340014,한국대학교육협의회,경북 경산시 자인면 단북리 63
대구공업대학교,Daegutechnical University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 달서구 송현로 205 (본동, 대구공업대학)",,42734,,www.ttc.ac.kr,053-560-3700,053-527-0506,1976-03-20,2022,2023-12-27,B340014,한국대학교육협의회,대구 달서구 본동 831
대구과학대학교,Taegu Science University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 북구 영송로 47 (태전동, 대구과학대학)",,41453,,www.tsu.ac.kr,053-320-1114,053-320-1045,1960-05-09,2022,2023-12-27,B340014,한국대학교육협의회,대구 북구 태전동 산 9-1
대구미래대학교,Daegu Future College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경산시 미래로 114 (평산동, 대구미래대학)",,38607,,www.dfc.ac.kr,053-810-9405,053-802-3162,1981-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경북 경산시 평산동 270
대덕대학교,Daeduk University,본교,전문대학,전문대학,사립,30,대전광역시,"대전광역시 유성구 가정북로 68 (장동, 대덕대학)",,34111,,www.ddu.ac.kr,042-866-0200,042-862-7343,1980-12-11,2022,2023-12-27,B340014,한국대학교육협의회,대전 유성구 장동 48
대동대학교,Daedong College,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 금정구 동부곡로27번길 88 (부곡동, 대동대학교)",,46270,,www.daedong.ac.kr,051-518-5444,051-514-5847,1971-03-06,2022,2023-12-27,B340014,한국대학교육협의회,부산 금정구 부곡동 373-4
대림대학교,Daelim University College,본교,전문대학,전문대학,사립,41,경기도,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학교)",,13916,,www.daelim.ac.kr,031-467-4756,031-446-8729,1977-06-24,2022,2023-12-27,B340014,한국대학교육협의회,경기 안양시 동안구 비산동 526-7
대원대학교,Daewon University College,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 제천시 대학로 316 (신월동, 대원대학)",,27135,,www.daewon.ac.kr,043-645-9171,043-645-9170,1995-03-01,2022,2023-12-27,B340014,한국대학교육협의회,충북 제천시 신월동 599
대전과학기술대학교,Daejeon Institute Of Science And Technology,본교,전문대학,전문대학,사립,30,대전광역시,"대전광역시 서구 혜천로 100 (복수동, 대전과학기술대학교)",,35408,,www.dst.ac.kr,042-580-6114,042-580-6159,1940-04-15,2022,2023-12-27,B340014,한국대학교육협의회,대전 서구 복수동 333
대전보건대학교,Daejeon Health Institute Of Technology,본교,전문대학,전문대학,사립,30,대전광역시,"대전광역시 동구 충정로 21 (가양동, 대전보건대학)",,34504,,www.hit.ac.kr,042-670-9000,042-670-9049,1977-12-03,2022,2023-12-27,B340014,한국대학교육협의회,대전 동구 가양동 77-3
동강대학교,Donggang University,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 북구 동문대로 50 (풍향동, 동강대학)",,61200,,www.dkc.ac.kr,062-520-2212,062-520-2216,1976-01-24,2022,2023-12-27,B340014,한국대학교육협의회,광주 북구 두암동 887-2
동남보건대학교,Dongnam Health University,본교,전문대학,전문대학,사립,41,경기도,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건전문대학)",,16328,,www.dongnam.ac.kr,031-249-6333,031-249-6349,1973-10-18,2022,2023-12-27,B340014,한국대학교육협의회,경기 수원시 장안구 정자동 937
동부산대학교,Dong-Pusan College,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 해운대구 운봉길 60 (반송동, 동부산대학교)",,48000,,www.dpc.ac.kr,051-542-8891,051-540-3844,1978-12-28,2022,2023-12-27,B340014,한국대학교육협의회,부산 해운대구 반송동 640-5
동서울대학교,Dong Seoul University,본교,전문대학,전문대학,사립,41,경기도,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학)",,13117,,www.du.ac.kr,031-720-2114,031-721-1999,1978-03-15,2022,2023-12-27,B340014,한국대학교육협의회,경기 성남시 수정구 복정동 산 42
동아방송예술대학교,Dong-Ah Institute Of Media And Arts,본교,전문대학,전문대학,사립,41,경기도,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교)",,17516,,www.dima.ac.kr,031-670-6600,031-670-6879,1996-12-26,2022,2023-12-27,B340014,한국대학교육협의회,경기 안성시 삼죽면 진촌리 632-18
동아보건대학교,Donga University of Health,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교)",,58439,,www.duh.ac.kr,061-470-1700,061-470-1615,1994-03-11,2022,2023-12-27,B340014,한국대학교육협의회,전남 영암군 학산면 독천리 산 22-1
동양미래대학교,Dongyang Mirae University,본교,전문대학,전문대학,사립,11,서울특별시,"서울특별시 구로구 경인로 445 (고척동, 동양미래대학)",,8221,,www.dongyang.ac.kr/,02-2610-1700,02-2688-5494,1965-04-21,2022,2023-12-27,B340014,한국대학교육협의회,서울 구로구 고척동 62-160
동원과학기술대학교,Dongwon Institute Of Science And Technology,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교)",,50578,,www.dist.ac.kr,055-370-8100,055-386-2000,1991-03-18,2022,2023-12-27,B340014,한국대학교육협의회,경남 양산시 명곡동 832
동원대학교,Tongwon University,본교,전문대학,전문대학,사립,41,경기도,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학)",,12813,,www.tw.ac.kr,1544-4114,031-763-9149,1995-12-27,2022,2023-12-27,B340014,한국대학교육협의회,경기 광주시 곤지암읍 신촌리 산 1-1
동의과학대학교,Dong Eui Institute Of Technology,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 부산진구 양지로 54 (양정동, 동의과학대학)",,47230,,www.dit.ac.kr,051-852-0011,051-860-3270,1972-12-14,2022,2023-12-27,B340014,한국대학교육협의회,부산 부산진구 양정동 429-19
두원공과대학교,Doowon Technical University,본교,전문대학,전문대학,사립,41,경기도,"경기도 안성시 죽산면 관음당길 51 (장원리, 두원공과대학교)",,17520,,www.doowon.ac.kr,031-8056-7000,031-8056-7100,1994-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 안성시 죽산면 장원리 871
마산대학교,Masan University,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학)",,51217,,www.masan.ac.kr,055-230-1212,055-231-1177,1956-05-30,2022,2023-12-27,B340014,한국대학교육협의회,경남 창원시 마산회원구 내서읍 용담리 181-1
명지전문대학,Myongji College,본교,전문대학,전문대학,사립,11,서울특별시,"서울특별시 서대문구 가좌로 134 (홍은동, 명지전문대학)",,3656,,www.mjc.ac.kr,02-300-1000,02-304-4832,1974-03-09,2022,2023-12-27,B340014,한국대학교육협의회,서울 서대문구 홍은동 356-1
목포과학대학교,Mokpo Science University,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 목포시 영산로 413-1 (상동, 목포과학대학)",,58644,,www.msu.ac.kr,061-278-8651,061-279-8838,1976-03-10,2022,2023-12-27,B340014,한국대학교육협의회,전남 목포시 상동 525
문경대학교,Munkyung College,본교,전문대학,전문대학,사립,47,경상북도,경상북도 문경시 호계면 대학길 161 (별암리),,36930,,www.mkc.ac.kr,054-559-1114,054-559-1059,1995-12-27,2022,2023-12-27,B340014,한국대학교육협의회,경북 문경시 호계면 별암리 산 6
배화여자대학교,Baewha Women’S University,본교,전문대학,전문대학,사립,11,서울특별시,"서울특별시 종로구 필운대로1길 34 (필운동, 배화여자대학)",,3039,,www.baewha.ac.kr,02-399-0700,02-737-8431,1978-03-02,2022,2023-12-27,B340014,한국대학교육협의회,서울 종로구 필운동 12
백제예술대학교,Paekche Institute Of The Arts,본교,전문대학,전문대학,사립,45,전라북도,"전라북도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학)",,55313,,www.paekche.ac.kr,063-260-9114,063-263-3607,1991-11-30,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 완주군 봉동읍 제내리 1234
부산경상대학교,Busan Kyungsang College,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학)",,47583,,www.bsks.ac.kr,051-850-1000,051-862-7577,1979-11-15,2022,2023-12-27,B340014,한국대학교육협의회,부산 연제구 연산동 277-4
부산과학기술대학교,Busan Institute Of Science And Technology,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 북구 시랑로132번길 88 (구포동, 부산과학기술대학교)",,46639,,bist.ac.kr,051-334-6666,051-330-7027,1976-12-31,2022,2023-12-27,B340014,한국대학교육협의회,부산 북구 구포동 870
부산보건대학교,Busan Health University,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학)",,49318,,www.bhu.ac.kr/,051-200-3300,051-201-5420,1978-02-16,2022,2023-12-27,B340014,한국대학교육협의회,부산 사하구 괴정동 산 15-1
부산여자대학교,Busanwomenscollege,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 부산진구 진남로 506 (양정동, 부산여자대학)",,47228,,www.bwc.ac.kr,051-852-0081,051-867-4705,1979-01-01,2022,2023-12-27,B340014,한국대학교육협의회,부산 부산진구 양정동 74-161
부산예술대학교,Busan Arts College,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학)",,48429,,www.busanarts.ac.kr,051-628-3991,051-628-2719,1999-03-01,2022,2023-12-27,B340014,한국대학교육협의회,부산 남구 대연동 1552
부천대학교,Bucheon University,본교,전문대학,전문대학,사립,41,경기도,"경기도 부천시 원미구 신흥로56번길 25 (심곡동, 부천대학)",,14632,,www.bc.ac.kr,032-610-0114,032-663-0114,1979-03-08,2022,2023-12-27,B340014,한국대학교육협의회,경기 부천시 원미구 심곡동 424
삼육보건대학교,Sahmyook Health University,본교,전문대학,전문대학,사립,11,서울특별시,"서울특별시 동대문구 망우로 82 (휘경동, 삼육보건대학)",,2500,,www.shu.ac.kr,02-2212-0082,02-2215-2380,1936-04-01,2022,2023-12-27,B340014,한국대학교육협의회,서울 동대문구 휘경동 29-1
서라벌대학교,Sorabol University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경주시 태종로 478-20 (충효동, 서라벌대학)",,38057,,home.sorabol.ac.kr/,054-770-3500,054-741-5429,1981-01-21,2022,2023-12-27,B340014,한국대학교육협의회,경북 경주시 충효동 165
서영대학교,Seoyeong University,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 북구 서강로 1 (운암동, 서영대학교)",,61268,,www.seoyeong.ac.kr,062-520-5114,062-523-4606,1979-03-01,2022,2023-12-27,B340014,한국대학교육협의회,광주 북구 운암동 789-1
서울여자간호대학교,Seoul Women’S College Of Nursing,본교,전문대학,전문대학,사립,11,서울특별시,"서울특별시 서대문구 간호대로 38 (홍제동, 서울여자간호대학교)",,3617,,www.snjc.ac.kr,02-2287-1771,02-395-8018,1954-05-28,2022,2023-12-27,B340014,한국대학교육협의회,서울 서대문구 홍제동 287-89
서울예술대학교,Seoul Institute Of The Arts,본교,전문대학,전문대학,사립,41,경기도,"경기도 안산시 단원구 예술대학로 171 (고잔동, 서울예술대학)",,15263,,www.seoularts.ac.kr,031-412-7100,031-412-7149,1962-04-12,2022,2023-12-27,B340014,한국대학교육협의회,경기 안산시 단원구 고잔동 640
서일대학교,Seoil University,본교,전문대학,전문대학,사립,11,서울특별시,서울특별시 중랑구 용마산로90길 28 (면목동),,2192,,www.seoil.ac.kr,02-490-7300,02-490-7348,1974-12-21,2022,2023-12-27,B340014,한국대학교육협의회,서울 중랑구 면목동 49-3
서해대학,Sohae College,본교,전문대학,전문대학,사립,45,전라북도,"전라북도 군산시 서해대길 6 (오룡동, 서해대학)",,54116,,www.sohae.ac.kr,063-460-9126,063-460-9325,1974-03-21,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 군산시 오룡동 832-1
선린대학교,Sunlin  University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 포항시 북구 흥해읍 초곡길36번길 30 (초곡리, 선린대학)",,37560,,www.sunlin.ac.kr,054-260-5000,054-261-9455,1969-03-20,2022,2023-12-27,B340014,한국대학교육협의회,경북 포항시 북구 흥해읍 초곡리 146-1
성운대학교,SungWoon University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 영천시 신녕면 대학길 105 (화남리, 성덕대학교)",,38801,,www.sw.ac.kr,054-330-8800,054-330-8810,1996-12-26,2022,2023-12-27,B340014,한국대학교육협의회,경북 영천시 신녕면 화남리 1135-5
세경대학교,Saekyung University,본교,전문대학,전문대학,사립,42,강원특별자치도,강원특별자치도 영월군 영월읍 하송로 197,,26239,,www.saekyung.ac.kr,033-371-3000,033-371-3029,1993-11-18,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 영월군 영월읍 하송리 산 55
송곡대학교,Songgok University,본교,전문대학,전문대학,사립,42,강원특별자치도,강원특별자치도 춘천시 남산면 송곡대학길 34,,24465,,www.songgok.ac.kr,033-260-3600,033-261-4599,2002-11-19,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 춘천시 남산면 창촌리 1
송호대학교,Songho University,본교,전문대학,전문대학,사립,42,강원특별자치도,강원특별자치도 횡성군 횡성읍 남산로 210,,25242,,www.songho.ac.kr,033-340-1000,033-340-1006,1999-12-20,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 횡성군 횡성읍 남산리 67
수성대학교,Suseong University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 수성구 달구벌대로528길 15 (만촌동, 수성대학교)",,42078,,www.sc.ac.kr,053-749-7000,053-751-1823,1973-12-19,2022,2023-12-27,B340014,한국대학교육협의회,대구 수성구 만촌동 1078
수원과학대학교,Suwon Science College,본교,전문대학,전문대학,사립,41,경기도,"경기도 화성시 정남면 세자로 288 (보통리, 수원과학대학)",,18516,,www.ssc.ac.kr,031-350-2000,031-354-8988,1978-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 화성시 정남면 보통리 141-44
수원여자대학교,Suwon Women’S University,본교,전문대학,전문대학,사립,41,경기도,"경기도 수원시 권선구 온정로 72 (오목천동, 수원여자대학)",,16632,,www.swc.ac.kr,031-290-8042,031-290-8297,1969-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 수원시 권선구 오목천동 산 1-6
순천제일대학교,Suncheon Jeil College,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 순천시 제일대학길 17 (덕월동, 순천제일대학)",,57997,,www.suncheon.ac.kr,061-740-1234,061-743-5106,1979-03-01,2022,2023-12-27,B340014,한국대학교육협의회,전남 순천시 덕월동 535
숭의여자대학교,Soongeui Women’s University,본교,전문대학,전문대학,사립,11,서울특별시,"서울특별시 중구 소파로2길 10 (예장동, 숭의여자대학)",,4628,,www.sewu.ac.kr,02-3708-9052,02-773-2625,1903-10-31,2022,2023-12-27,B340014,한국대학교육협의회,서울 중구 예장동 8-3
신구대학교,Shingu College,본교,전문대학,전문대학,사립,41,경기도,"경기도 성남시 중원구 광명로 377 (금광동, 신구대학)",,13174,,www.shingu.ac.kr,031-740-1114,031-734-0905,1973-12-19,2022,2023-12-27,B340014,한국대학교육협의회,경기 성남시 중원구 금광동 2685
신성대학교,Shinsung University,본교,전문대학,전문대학,사립,44,충청남도,"충청남도 당진시 정미면 대학로 1 (덕마리, 신성대학교)",,31801,,www.shinsung.ac.kr,041-350-1114,041-350-1075,1995-03-01,2022,2023-12-27,B340014,한국대학교육협의회,충남 당진시 정미면 덕마리 220
신안산대학교,Shin Ansan University,본교,전문대학,전문대학,사립,41,경기도,"경기도 안산시 단원구 신안산대학로 135 (초지동, 신안산대학교)",,15435,,www.sau.ac.kr,031-490-6000,031-495-7828,1994-04-30,2022,2023-12-27,B340014,한국대학교육협의회,경기 안산시 단원구 초지동 671
아주자동차대학교,Ajou Motor College,본교,전문대학,전문대학,사립,44,충청남도,충청남도 보령시 주포면 대학길 106,,33415,,www.motor.ac.kr,041-939-3008,041-939-3457,1994-11-17,2022,2023-12-27,B340014,한국대학교육협의회,충남 보령시 주포면 관산리 290-1
안동과학대학교,Andong Science College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 안동시 서후면 서선길 189 (교리, 안동과학대학교)",,36616,,www.asc.ac.kr,054-851-3500,054-852-9907,1983-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경북 안동시 서후면 교리 496
안산대학교,Ansan University,본교,전문대학,전문대학,사립,41,경기도,"경기도 안산시 상록구 안산대학로 155 (일동, 안산대학교)",,15328,,www.ansan.ac.kr,031-400-6900,031-419-8390,1973-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 안산시 상록구 일동 752
여주대학교,Yeoju Institute Of Technology,본교,전문대학,전문대학,사립,41,경기도,"경기도 여주시 세종로 338 (교동, 여주대학교)",,12652,,www.yit.ac.kr,031-880-5000,031-883-5113,1993-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 여주시 교동 454-4
연성대학교,Yeonsung University,본교,전문대학,전문대학,사립,41,경기도,"경기도 안양시 만안구 양화로37번길 34 (안양동, 연성대학교)",,14011,,www.yeonsung.ac.kr,031-441-2168,031-441-2170,1977-03-05,2022,2023-12-27,B340014,한국대학교육협의회,경기 안양시 만안구 안양동 922-1
연암공과대학교,Yonam Institute Of Technology,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 진주시 진주대로 629번길 35(가좌동, 연암공과대학교)",,52821,,www.yc.ac.kr,055-751-2000,055-751-2096,1984-05-09,2022,2023-12-27,B340014,한국대학교육협의회,경남 진주시 가좌동 780
연암대학교,Yonam College,본교,전문대학,전문대학,사립,44,충청남도,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학)",,31005,,www.yonam.ac.kr,041-580-1114,041-581-0401,1977-01-19,2022,2023-12-27,B340014,한국대학교육협의회,충남 천안시 서북구 성환읍 수향리 72-3
영남이공대학교,Yeungnam University College,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 남구 현충로 170 (대명동, 영남이공대학)",,42415,,www.ync.ac.kr,053-650-9114,053-624-7871,1968-02-15,2022,2023-12-27,B340014,한국대학교육협의회,대구 남구 대명동 317-1
영진사이버대학교,YEUNGJIN CYBER UNIVERSITY,본교,전문대학,사이버대학(전문),사립,27,대구광역시,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)",,41527,,www.ycc.ac.kr,053-940-5500,053-940-5614,2002-03-01,2022,2023-12-27,B340014,한국대학교육협의회,대구 북구 복현동 218
오산대학교,Osan University,본교,전문대학,전문대학,사립,41,경기도,"경기도 오산시 청학로 45 (청학동, 오산대학)",,18119,,www.osan.ac.kr,031-370-2500,031-373-7388,1978-05-25,2022,2023-12-27,B340014,한국대학교육협의회,경기 오산시 청학동 17
용인예술과학대학교,Yong-In Arts & Science University,본교,전문대학,전문대학,사립,41,경기도,"경기도 용인시 처인구 동부로 61 (마평동, 용인송담대학교)",,17145,,www.ysc.ac.kr,031-330-9000,031-336-9535,1994-11-17,2022,2023-12-27,B340014,한국대학교육협의회,경기 용인시 처인구 마평동 961
우송정보대학,Woosong College,본교,전문대학,전문대학,사립,30,대전광역시,대전광역시 동구 백룡로 59(자양동 101-17) 우송정보대학,,34518,,www.wsi.ac.kr,042-629-6114,042-629-6653,1963-01-18,2022,2023-12-27,B340014,한국대학교육협의회,대전 동구 자양동 17-2
울산과학대학교,Ulsan College,본교,전문대학,전문대학,사립,31,울산광역시,"울산광역시 동구 봉수로 101 (화정동, 울산과학대학동부캠퍼스)",,44022,,www.uc.ac.kr,052-230-0500,052-234-9300,1972-12-14,2022,2023-12-27,B340014,한국대학교육협의회,울산 동구 화정동 산 160-1
웅지세무대학교,Woongji Accounting & Tax College,본교,전문대학,전문대학,사립,41,경기도,"경기도 파주시 탄현면 웅지로144번길 73 (금승리, 웅지세무대학)",,10846,,www.wat.ac.kr,031-940-3114,031-940-3199,2004-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 파주시 탄현면 금승리 536-2
유한대학교,Yuhan University,본교,전문대학,전문대학,사립,41,경기도,"경기도 부천시 소사구 경인로 590 (괴안동, 유한대학)",,14780,,www.yuhan.ac.kr,02-2610-0600,02-2614-6398,1978-03-18,2022,2023-12-27,B340014,한국대학교육협의회,경기 부천시 소사구 괴안동 185-34
인덕대학교,Induk University,본교,전문대학,전문대학,사립,11,서울특별시,"서울특별시 노원구 초안산로 12 (월계동, 인덕대학)",,1878,,www.induk.ac.kr,02-950-7000,02-906-5340,1971-12-23,2022,2023-12-27,B340014,한국대학교육협의회,서울 노원구 월계동 648
인천재능대학교,JEI University,본교,전문대학,전문대학,사립,28,인천광역시,"인천광역시 동구 재능로 178 (송림동, 재능대학)",,22573,,www.jeiu.ac.kr,032-890-7000,032-890-7065,1970-12-16,2022,2023-12-27,B340014,한국대학교육협의회,인천 동구 송림동 122-1
인천전문대학,Incheon City College,본교,전문대학,전문대학,국립대법,28,인천광역시,"인천광역시 남구 석정로 165 (도화동, 인천대학교 제물포캠퍼스)",,22100,,www.icc.ac.kr,032-835-9319,032-835-0713,1994-03-01,2022,2023-12-27,B340014,한국대학교육협의회,인천 미추홀구 도화동 193-12
장안대학교,Jangan College,본교,전문대학,전문대학,사립,41,경기도,"경기도 화성시 봉담읍 삼천병마로 1182 (상리, 장안대학)",,18331,,www.jangan.ac.kr,031-299-3000,031-227-1953,1979-03-10,2022,2023-12-27,B340014,한국대학교육협의회,경기 화성시 봉담읍 상리 460
전남과학대학교,Chunnam Techno University,본교,전문대학,전문대학,사립,46,전라남도,전라남도 곡성군 옥과면 대학로 113 (옥과리),,57500,,www.cntu.ac.kr,061-360-5000,061-363-5020,1990-12-19,2022,2023-12-27,B340014,한국대학교육협의회,전남 곡성군 옥과면 옥과리 285
전남도립대학교,Jeonnam State University,본교,전문대학,전문대학,공립,46,전라남도,"전라남도 담양군 담양읍 죽녹원로 152 (향교리, 전남도립대학)",,57337,,www.dorip.ac.kr,061-380-8419,061-381-9100,1998-03-13,2022,2023-12-27,B340014,한국대학교육협의회,전남 담양군 담양읍 향교리 53
전북과학대학교,Jeonbuk Science College,본교,전문대학,전문대학,사립,45,전라북도,"전라북도 정읍시 정읍사로 509 (시기동, 전북과학대학)",,56204,,www.jbsc.ac.kr,063-530-9114,063-532-3768,1994-11-17,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 정읍시 시기동 산 9-28
제주관광대학교,Jeju Tourism University,본교,전문대학,전문대학,사립,50,제주특별자치도,"제주특별자치도 제주시 애월읍 평화로 2715 (광령리, 제주관광대학)",,63063,,www.jtu.ac.kr,064-740-8700,064-748-2829,1992-12-11,2022,2023-12-27,B340014,한국대학교육협의회,제주특별자치도 제주시 애월읍 광령리 2535
제주한라대학교,Cheju Halla University,본교,전문대학,전문대학,사립,50,제주특별자치도,"제주특별자치도 제주시 한라대학로 38 (노형동, 제주한라대학)",,63092,,www.chu.ac.kr,064-741-7575,064-747-3989,1969-03-30,2022,2023-12-27,B340014,한국대학교육협의회,제주특별자치도 제주시 노형동 1534
조선간호대학교,Chosun Nursing College,본교,전문대학,전문대학,사립,29,광주광역시,광주광역시 동구 조선대2길 70(서석동),,61453,,www.cnc.ac.kr,062-231-7000,062-231-7019,1971-12-23,2022,2023-12-27,B340014,한국대학교육협의회,광주 동구 서석동 280
진주보건대학교,Jinju Health College,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 진주시 의병로 51 (상봉동, 진주보건대학)",,52655,,www.jhc.ac.kr,055-740-1700,055-743-3010,1971-12-23,2022,2023-12-27,B340014,한국대학교육협의회,경남 진주시 상봉동 1142
창원문성대학교,Changwon Moonsung University,본교,전문대학,전문대학,사립,48,경상남도,경상남도 창원시 성산구 충혼로 91(두대동),,51410,,www.cmu.ac.kr,055-279-5114,055-279-5086,1978-12-28,2022,2023-12-27,B340014,한국대학교육협의회,경남 창원시 성산구 두대동 산 66-2
청강문화산업대학교,Chungkang College Of Cultural Industries,본교,전문대학,전문대학,사립,41,경기도,"경기도 이천시 마장면 청강가창로 389-94 (해월리, 청강문화산업대학)",,17390,,www.ck.ac.kr,031-637-1114,031-639-5727,1996-03-08,2022,2023-12-27,B340014,한국대학교육협의회,경기 이천시 마장면 해월리 33
춘해보건대학교,Choonhae College Of Health Sciences,본교,전문대학,전문대학,사립,31,울산광역시,"울산광역시 울주군 웅촌면 대학길 9 (곡천리, 춘해보건대학)",,44965,,www.ch.ac.kr,052-270-0100,052-225-9889,1968-03-16,2022,2023-12-27,B340014,한국대학교육협의회,울산 울주군 웅촌면 곡천리 713
충남도립대학교,Chungnam State University,본교,전문대학,전문대학,공립,44,충청남도,"충청남도 청양군 청양읍 학사길 55 (벽천리, 충남도립대학교)",,33303,,www.cnsu.ac.kr,041-635-6600,041-635-7950,1998-03-19,2022,2023-12-27,B340014,한국대학교육협의회,충남 청양군 청양읍 벽천리 90
충북도립대학교,Chungbuk Provincial University,본교,전문대학,전문대학,공립,43,충청북도,충청북도 옥천군 옥천읍 대학길 15 (문정리),,29046,,www.cpu.ac.kr,043-220-5313,043-220-5319,1998-03-06,2022,2023-12-27,B340014,한국대학교육협의회,충북 옥천군 옥천읍 문정리 480-1
충북보건과학대학교,Chungbuk Health And Science University,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교)",,28150,,www.chsu.ac.kr,043-210-8133,043-210-8305,1992-03-12,2022,2023-12-27,B340014,한국대학교육협의회,충북 청주시 청원구 내수읍 덕암리 산 4
충청대학교,Chungcheong University,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 청주시 흥덕구 강내면 월곡길 38 (월곡리, 충청대학)",,28171,,www.ok.ac.kr,043-230-2114,043-230-2115,1982-12-10,2022,2023-12-27,B340014,한국대학교육협의회,충북 청주시 흥덕구 강내면 월곡리 301-3
포항대학교,Pohang University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 포항시 북구 흥해읍 신덕로 60 (죽천리, 포항대학교)",,37555,,www.pohang.ac.kr,054-251-8000,054-252-5005,1952-07-03,2022,2023-12-27,B340014,한국대학교육협의회,경북 포항시 북구 흥해읍 죽천리 311
한국골프대학교,Korea Golf University,본교,전문대학,전문대학,사립,42,강원특별자치도,강원특별자치도 횡성군 우천면 하대5길 109,,25247,,www.kg.ac.kr,033-810-1041,033-810-1001,2011-03-01,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 횡성군 우천면 하대리 281-1
한국관광대학교,Korea Tourism College,본교,전문대학,전문대학,사립,41,경기도,"경기도 이천시 신둔면 이장로311번길 197-73 (고척리, 한국관광대학)",,17306,,www.ktc.ac.kr,031-644-1000,031-644-1122,2001-01-22,2022,2023-12-27,B340014,한국대학교육협의회,경기 이천시 신둔면 고척리 363-10
